filename,aux_file,bitpix,cal_max,cal_min,data_type,datatype,db_name,descrip,dim,dim_info,extents,glmax,glmin,intent_code,intent_name,intent_p1,intent_p2,intent_p3,magic,pixdim,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,regular,scl_inter,scl_slope,session_error,sform_code,sizeof_hdr,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,vox_offset,xyzt_units
ID_0237f3c9_ID_40015688b9.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.288000106811523, 0.0, 0.0, 0.0, 0.0]",1,125.0,-96.02786254882812,-63.314971923828125,-0.0,0.9862856268882751,0.16504746675491333,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_029ebbea_ID_563afa0901.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.392673492431641, 0.0, 0.0, 0.0, 0.0]",1,125.0,-113.94509887695312,-39.41439437866211,-0.0,0.9816271662712097,0.19080916047096252,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_02b882cc_ID_a4892e60ae.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.392673492431641, 0.0, 0.0, 0.0, 0.0]",1,125.0,-136.74510192871094,-57.29619216918945,-0.0,0.9816271662712097,0.19080916047096252,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_02f779fb_ID_c4d7f33559.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 31, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 5.0, 0.0, 0.0, 0.0, 0.0]",1,125.0,-259.51171875,96.5999755859375,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_041e6601_ID_1fa1d20bba.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",1,113.0,-230.3093719482422,60.31999969482422,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_0492041f_ID_b4fcf2f799.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 36, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.027002334594727, 0.0, 0.0, 0.0, 0.0]",1,125.0,-142.9297637939453,-61.271949768066406,-0.0,0.9986295700073242,0.05233572795987129,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_05331dc6_ID_47213b7e2e.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.392673492431641, 0.0, 0.0, 0.0, 0.0]",1,125.0,-123.64509582519531,-45.70594787597656,-0.0,0.9816271662712097,0.19080916047096252,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_07365cde_ID_8e661b8f07.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 30, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 5.47314453125, 0.0, 0.0, 0.0, 0.0]",1,125.0,-261.3897399902344,33.269752502441406,-0.0,0.9781476259231567,0.20791170001029968,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_089596a9_ID_ea71b57820.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 40, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 2.500001907348633, 0.0, 0.0, 0.0, 0.0]",1,153.5,-100.40263366699219,-38.043514251708984,-0.0,0.9969796538352966,0.07766339182853699,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_09b33fc4_ID_bcd322d4ed.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 6.0, 0.0, 0.0, 0.0, 0.0]",1,125.0,-258.0598449707031,1104.934814453125,-0.0,0.9743700623512268,0.22495105862617493,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_0b10cbee_ID_f91d6a7cd2.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.228458404541016, 0.0, 0.0, 0.0, 0.0]",1,134.3000030517578,-115.47100830078125,-59.053077697753906,-0.0,0.9890158176422119,0.1478094905614853,b'r',nan,nan,0,1,348,0,0.0,0,0,"[-0.4882810115814209, -0.0, 0.0, 134.3000030517578]","[-0.0, 0.46694543957710266, -1.5286540985107422, -115.47100830078125]","[0.0, 0.14275963604450226, 4.999999523162842, -59.053077697753906]",0.0,0.0,2
ID_0c3eef60_ID_6994ad7df0.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 35, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.427734375, 0.427734375, 5.0, 0.0, 0.0, 0.0, 0.0]",1,109.5,-224.072265625,51.5,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_0c6b97a9_ID_6011bb9ce8.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.243000030517578, 0.0, 0.0, 0.0, 0.0]",1,125.0,-104.74842834472656,-57.277626037597656,-0.0,0.9883614778518677,0.15212349593639374,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_10beb45f_ID_7184e80f09.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.062324523925781, 0.0, 0.0, 0.0, 0.0]",1,125.0,-123.97868347167969,9.363807678222656,-0.0,0.9969173669815063,0.07845889031887054,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_10c64d22_ID_4c9aad31ca.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 5.45220947265625, 0.0, 0.0, 0.0, 0.0]",1,131.0,-279.21014404296875,-222.45050048828125,-0.0,0.9799246788024902,0.19936791062355042,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_14058625_ID_527c581583.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 36, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 5.0, 0.0, 0.0, 0.0, 0.0]",1,125.0,-265.51171875,-294.9000244140625,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_1653b22b_ID_c35cd0de73.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.243000030517578, 0.0, 0.0, 0.0, 0.0]",1,125.0,-117.14842224121094,-78.9366226196289,-0.0,0.9883614778518677,0.15212349593639374,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_16ed917a_ID_145f184354.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.176000595092773, 0.0, 0.0, 0.0, 0.0]",1,125.0,-120.26869201660156,-32.72633361816406,-0.0,0.9914448857307434,0.13052615523338318,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_181aab15_ID_062634d043.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.019999980926514, 0.0, 0.0, 0.0, 0.0]",1,125.0,-124.03811645507812,-24.60242462158203,-0.0,0.9990482330322266,0.04361949488520622,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_18747540_ID_1eb1de9633.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 34, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.0, 0.0, 0.0, 0.0, 0.0]",1,125.0,-133.3115997314453,-6.25,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_1879071b_ID_4b8e1377e7.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 38, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4948999881744385, 0.4948999881744385, 5.0, 0.0, 0.0, 0.0, 0.0]",1,126.43800354003906,-126.45588684082031,-522.8709716796875,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_196704db_ID_4eb6296376.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.412109375, 0.412109375, 5.0, 0.0, 0.0, 0.0, 0.0]",1,105.5,-223.087890625,80.0,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_199b0a56_ID_09e623e993.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 38, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 2.5, 0.0, 0.0, 0.0, 0.0]",1,125.0,-105.31159973144531,51.75,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_19d26713_ID_9f54cdc920.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.153000354766846, 0.0, 0.0, 0.0, 0.0]",1,125.0,-130.113037109375,-69.19132995605469,-0.0,0.9925461411476135,0.12186936289072037,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_1cbe2853_ID_37afefdc7c.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.303999423980713, 0.0, 0.0, 0.0, 0.0]",1,125.0,-132.969970703125,-76.586669921875,-0.0,0.9855560660362244,0.16934947669506073,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2334b45f_ID_9f31e831ac.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 42, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4947509765625, 0.4947509765625, 5.0, 0.0, 0.0, 0.0, 0.0]",1,126.40887451171875,-126.40887451171875,-381.9804382324219,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_253e809f_ID_095d8c391f.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 30, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4948999881744385, 0.4948999881744385, 5.0, 0.0, 0.0, 0.0, 0.0]",1,126.43800354003906,-126.45588684082031,2.5,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_268b38fe_ID_d747ae3ffb.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.408203125, 0.408203125, 5.0, 0.0, 0.0, 0.0, 0.0]",1,104.5,-209.091796875,71.0,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2872834a_ID_542e9d00da.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.443359375, 0.443359375, 5.21484375, 0.0, 0.0, 0.0, 0.0]",1,115.5,-251.23077392578125,82.00849151611328,-0.0,0.9902680516242981,0.13917312026023865,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2931ca43_ID_2a2b28e0ab.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.1024322509765625, 0.0, 0.0, 0.0, 0.0]",1,125.0,-129.31198120117188,-53.55882263183594,-0.0,0.9949685335159302,0.10018808394670486,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2949cdc6_ID_dcb864c93f.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 28, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.176380157470703, 0.0, 0.0, 0.0, 0.0]",1,125.0,-138.96896362304688,-23.44159698486328,-0.0,0.9914448857307434,0.1305261254310608,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2a42d0a0_ID_5fdc3fb915.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.48828125, 0.48828125, 5.2724609375, 0.0, 0.0, 0.0, 0.0]",1,125.0,-269.1726989746094,70.1925048828125,-0.0,0.9876883625984192,0.15643444657325745,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2db7ee14_ID_2591d00dfc.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 37, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.431640625, 0.431640625, 5.0, 0.0, 0.0, 0.0, 0.0]",1,110.5,-231.068359375,1069.800048828125,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2db7ee14_ID_f27e38fdfd.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 34, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4375, 0.4375, 5.0, 0.0, 0.0, 0.0, 0.0]",1,112.0,-236.5625,99.5999755859375,-0.0,1.0,0.0,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_2e21c3f3_ID_bc8f99a0cc.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.043144226074219, 0.0, 0.0, 0.0, 0.0]",1,125.0,-136.8463897705078,-7.861118316650391,-0.0,0.9978589415550232,0.0654030293226242,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_30d19531_ID_cf607a5cd7.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 32, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.4882810115814209, 0.4882810115814209, 5.392999649047852, 0.0, 0.0, 0.0, 0.0]",1,109.5,-142.945068359375,-87.75375366210938,-0.0,0.9816271662712097,0.19080916047096252,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
ID_3343ddf2_ID_fddff2e9c1.nii.gz,b'',16,0.0,0.0,b'',512,b'',b'',"[3, 512, 512, 24, 1, 1, 1, 1]",0,0,0,0,0,b'',0.0,0.0,0.0,b'n+1',"[-1.0, 0.58203125, 0.58203125, 6.1578369140625, 0.0, 0.0, 0.0, 0.0]",1,149.0,-254.10142517089844,16.79937744140625,-0.0,0.9935718774795532,0.11320321261882782,b'r',nan,nan,0,0,348,0,0.0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,2
