patient_id,sizeof_hdr,data_type,db_name,extents,session_error,regular,dim_info,dim,intent_p1,intent_p2,intent_p3,intent_code,datatype,bitpix,slice_start,pixdim,vox_offset,scl_slope,scl_inter,slice_end,slice_code,xyzt_units,cal_max,cal_min,slice_duration,toffset,glmax,glmin,descrip,aux_file,qform_code,sform_code,quatern_b,quatern_c,quatern_d,qoffset_x,qoffset_y,qoffset_z,srow_x,srow_y,srow_z,intent_name,magic
049,348,,,16384,0,r,48,"[3, 512, 512, 39, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.412109375, 0.412109375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2914,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,105.2939453125,23.7060546875,-690.5,"[-0.412109375, -0.0, 0.0, 105.2939453125]","[-0.0, 0.412109375, 0.0, 23.7060546875]","[0.0, -0.0, 5.0, -690.5]",,n+1
050,348,,,16384,0,r,48,"[3, 512, 512, 32, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.3515625, 0.3515625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,1943,-1021,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,89.82421875,31.67578125,-739.0,"[-0.3515625, -0.0, 0.0, 89.82421875]","[-0.0, 0.3515625, 0.0, 31.67578125]","[0.0, -0.0, 5.0, -739.0]",,n+1
051,348,,,16384,0,r,48,"[3, 512, 512, 46, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.412109375, 0.412109375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3046,-1014,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,105.2939453125,26.7060546875,-740.0,"[-0.412109375, -0.0, 0.0, 105.2939453125]","[-0.0, 0.412109375, 0.0, 26.7060546875]","[0.0, -0.0, 5.0, -740.0]",,n+1
052,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1018,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,99.8046875,77.1953125,-464.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 77.1953125]","[0.0, -0.0, 5.0, -464.5]",,n+1
053,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.47265625, 0.47265625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2806,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,120.763671875,47.236328125,-512.5,"[-0.47265625, -0.0, 0.0, 120.763671875]","[-0.0, 0.47265625, 0.0, 47.236328125]","[0.0, -0.0, 5.0, -512.5]",,n+1
054,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.439453125, 0.439453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2115,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.2802734375,57.2197265625,-635.5,"[-0.439453125, -0.0, 0.0, 112.2802734375]","[-0.0, 0.439453125, 0.0, 57.2197265625]","[0.0, -0.0, 5.0, -635.5]",,n+1
055,348,,,16384,0,r,48,"[3, 512, 512, 56, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.423828125, 0.423828125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,108.2880859375,42.2119140625,-741.5,"[-0.423828125, -0.0, 0.0, 108.2880859375]","[-0.0, 0.423828125, 0.0, 42.2119140625]","[0.0, -0.0, 5.0, -741.5]",,n+1
056,348,,,16384,0,r,48,"[3, 512, 512, 40, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.458984375, 0.458984375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2413,-1018,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,117.2705078125,69.7294921875,-918.5,"[-0.458984375, -0.0, 0.0, 117.2705078125]","[-0.0, 0.458984375, 0.0, 69.7294921875]","[0.0, -0.0, 5.0, -918.5]",,n+1
057,348,,,16384,0,r,48,"[3, 512, 512, 43, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.44140625, 0.44140625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2821,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,112.779296875,32.720703125,-733.0,"[-0.44140625, -0.0, 0.0, 112.779296875]","[-0.0, 0.44140625, 0.0, 32.720703125]","[0.0, -0.0, 5.0, -733.0]",,n+1
058,348,,,16384,0,r,48,"[3, 512, 512, 38, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.42578125, 0.42578125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2914,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,108.787109375,52.712890625,-654.0,"[-0.42578125, -0.0, 0.0, 108.787109375]","[-0.0, 0.42578125, 0.0, 52.712890625]","[0.0, -0.0, 5.0, -654.0]",,n+1
066,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41015625, 0.41015625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2472,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,104.794921875,56.205078125,-551.0,"[-0.41015625, -0.0, 0.0, 104.794921875]","[-0.0, 0.41015625, 0.0, 56.205078125]","[0.0, -0.0, 5.0, -551.0]",,n+1
067,348,,,16384,0,r,48,"[3, 512, 512, 31, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.443359375, 0.443359375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2544,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,113.2783203125,49.7216796875,-612.5,"[-0.443359375, -0.0, 0.0, 113.2783203125]","[-0.0, 0.443359375, 0.0, 49.7216796875]","[0.0, -0.0, 5.0, -612.5]",,n+1
068,348,,,16384,0,r,48,"[3, 512, 512, 32, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2008,-1018,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,99.8046875,62.1953125,-569.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 62.1953125]","[0.0, -0.0, 5.0, -569.5]",,n+1
069,348,,,16384,0,r,48,"[3, 512, 512, 40, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2816,-1021,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,99.8046875,66.1953125,-646.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 66.1953125]","[0.0, -0.0, 5.0, -646.5]",,n+1
070,348,,,16384,0,r,48,"[3, 512, 512, 39, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2965,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,99.8046875,71.6953125,-659.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 71.6953125]","[0.0, -0.0, 5.0, -659.5]",,n+1
071,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.419921875, 0.419921875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2115,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,107.2900390625,63.7099609375,-640.0,"[-0.419921875, -0.0, 0.0, 107.2900390625]","[-0.0, 0.419921875, 0.0, 63.7099609375]","[0.0, -0.0, 5.0, -640.0]",,n+1
072,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.421875, 0.421875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2190,-1023,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,107.7890625,78.2109375,-734.0,"[-0.421875, -0.0, 0.0, 107.7890625]","[-0.0, 0.421875, 0.0, 78.2109375]","[0.0, -0.0, 5.0, -734.0]",,n+1
073,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.431640625, 0.431640625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3069,-1020,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,110.2841796875,85.7158203125,-612.0,"[-0.431640625, -0.0, 0.0, 110.2841796875]","[-0.0, 0.431640625, 0.0, 85.7158203125]","[0.0, -0.0, 5.0, -612.0]",,n+1
074,348,,,16384,0,r,48,"[3, 512, 512, 39, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.455078125, 0.455078125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3012,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,0.9999904632568359,-0.004363309126347303,116.2724609375,63.23196792602539,-655.5113525390625,"[-0.455078125, -0.0, 0.0, 116.2724609375]","[-0.0, 0.45506080985069275, 0.0, 63.23196792602539]","[0.0, -0.003971255384385586, 5.0, -655.5113525390625]",,n+1
075,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2588,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,99.8046875,8.6953125,-762.5,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 8.6953125]","[0.0, -0.0, 5.0, -762.5]",,n+1
076,348,,,16384,0,r,48,"[3, 512, 512, 51, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41796875, 0.41796875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,106.791015625,75.708984375,-741.0,"[-0.41796875, -0.0, 0.0, 106.791015625]","[-0.0, 0.41796875, 0.0, 75.708984375]","[0.0, -0.0, 5.0, -741.0]",,n+1
077,348,,,16384,0,r,48,"[3, 512, 512, 35, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.419921875, 0.419921875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3023,-1022,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,107.2900390625,72.7099609375,-595.5,"[-0.419921875, -0.0, 0.0, 107.2900390625]","[-0.0, 0.419921875, 0.0, 72.7099609375]","[0.0, -0.0, 5.0, -595.5]",,n+1
078,348,,,16384,0,r,48,"[3, 512, 512, 36, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.412109375, 0.412109375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2411,-1018,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,105.2939453125,57.2060546875,-612.5,"[-0.412109375, -0.0, 0.0, 105.2939453125]","[-0.0, 0.412109375, 0.0, 57.2060546875]","[0.0, -0.0, 5.0, -612.5]",,n+1
079,348,,,16384,0,r,48,"[3, 512, 512, 40, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2282,-1022,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,99.8046875,31.6953125,-654.0,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 31.6953125]","[0.0, -0.0, 5.0, -654.0]",,n+1
080,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.4609375, 0.4609375, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,1941,-1019,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,117.76953125,115.73046875,-943.5,"[-0.4609375, -0.0, 0.0, 117.76953125]","[-0.0, 0.4609375, 0.0, 115.73046875]","[0.0, -0.0, 5.0, -943.5]",,n+1
081,348,,,16384,0,r,48,"[3, 512, 512, 56, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.451171875, 0.451171875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2780,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,115.2744140625,56.7255859375,-773.0,"[-0.451171875, -0.0, 0.0, 115.2744140625]","[-0.0, 0.451171875, 0.0, 56.7255859375]","[0.0, -0.0, 5.0, -773.0]",,n+1
082,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.41015625, 0.41015625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2790,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,104.794921875,91.205078125,-627.0,"[-0.41015625, -0.0, 0.0, 104.794921875]","[-0.0, 0.41015625, 0.0, 91.205078125]","[0.0, -0.0, 5.0, -627.0]",,n+1
083,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.447265625, 0.447265625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2924,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,114.2763671875,72.2236328125,-696.5,"[-0.447265625, -0.0, 0.0, 114.2763671875]","[-0.0, 0.447265625, 0.0, 72.2236328125]","[0.0, -0.0, 5.0, -696.5]",,n+1
084,348,,,16384,0,r,48,"[3, 512, 512, 52, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.447265625, 0.447265625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2728,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,114.2763671875,37.2236328125,-832.5,"[-0.447265625, -0.0, 0.0, 114.2763671875]","[-0.0, 0.447265625, 0.0, 37.2236328125]","[0.0, -0.0, 5.0, -832.5]",,n+1
085,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.314453125, 0.314453125, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,1713,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,80.3427734375,41.1572265625,-666.5,"[-0.314453125, -0.0, 0.0, 80.3427734375]","[-0.0, 0.314453125, 0.0, 41.1572265625]","[0.0, -0.0, 5.0, -666.5]",,n+1
086,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.4296875, 0.4296875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2993,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,109.78515625,54.71484375,-668.0,"[-0.4296875, -0.0, 0.0, 109.78515625]","[-0.0, 0.4296875, 0.0, 54.71484375]","[0.0, -0.0, 5.0, -668.0]",,n+1
087,348,,,16384,0,r,48,"[3, 512, 512, 32, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2804,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,99.8046875,54.1953125,-654.0,"[-0.390625, -0.0, 0.0, 99.8046875]","[-0.0, 0.390625, 0.0, 54.1953125]","[0.0, -0.0, 5.0, -654.0]",,n+1
088,348,,,16384,0,r,48,"[3, 512, 512, 34, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.478515625, 0.478515625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,2934,-1024,time=--------------.---;,;SIEMENS;HeadRoutine,1,1,-0.0,1.0,-0.0,122.2607421875,46.2392578125,-697.5,"[-0.478515625, -0.0, 0.0, 122.2607421875]","[-0.0, 0.478515625, 0.0, 46.2392578125]","[0.0, -0.0, 5.0, -697.5]",,n+1
089,348,,,16384,0,r,48,"[3, 512, 512, 42, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.447265625, 0.447265625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3047,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,114.2763671875,72.7236328125,-654.0,"[-0.447265625, -0.0, 0.0, 114.2763671875]","[-0.0, 0.447265625, 0.0, 72.7236328125]","[0.0, -0.0, 5.0, -654.0]",,n+1
090,348,,,16384,0,r,48,"[3, 512, 512, 33, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.390625, 0.390625, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3034,-1017,time=--------------.---;,;SIEMENS;Thorax_SAFIRE,1,1,-0.0,1.0,-0.0,97.8046875,37.6953125,-677.0,"[-0.390625, -0.0, 0.0, 97.8046875]","[-0.0, 0.390625, 0.0, 37.6953125]","[0.0, -0.0, 5.0, -677.0]",,n+1
091,348,,,16384,0,r,48,"[3, 512, 512, 37, 1, 1, 1, 1]",0.0,0.0,0.0,0,4,16,0,"[-1.0, 0.46875, 0.46875, 5.0, 0.0, 0.0, 0.0, 0.0]",0.0,,,0,0,2,0.0,0.0,0.0,0.0,3071,-1024,time=--------------.---;,;SIEMENS;Head_SAFIRE,1,1,-0.0,1.0,-0.0,119.765625,76.234375,614.5,"[-0.46875, -0.0, 0.0, 119.765625]","[-0.0, 0.46875, 0.0, 76.234375]","[0.0, -0.0, 5.0, 614.5]",,n+1
